Name,"Regular price",Images,"External URL","Product Link","Shop Link Affilate","Shop Link","Short description","Button text",Type
"Personalised Snowmen Family Christmas ornament, snowman, names, family, Personalised ornament, christmas gift, holiday gift",25.00,https://i.etsystatic.com/20762711/r/il/ac1c85/2486075948/il_570xN.2486075948_d0cm.jpg,"https://www.awin1.com/cread.php?awinmid=10781&awinaffid=338915&clickref=&ued=https%3A%2F%2Fwww.etsy.com%2Fau%2Flisting%2F800534960%2Fpersonalised-snowmen-family-christmas?utm_source=OpenGraph&utm_medium=PageTools&utm_campaign=Share"" %2F>
<meta property=""og%3Aimage"" content=""https%3A%2F%2Fi.etsystatic.com%2F20762711%2Fr%2Fil%2Fac1c85%2F2486075948%2Fil_570xN.2486075948_d0cm.jpg"" %2F>
<meta property=""og%3Adescription"" content=""Looking for a gift for a family","https://www.etsy.com/au/listing/800534960/personalised-snowmen-family-christmas?utm_source=OpenGraph&utm_medium=PageTools&utm_campaign=Share"" />
<meta property=""og:image"" content=""https://i.etsystatic.com/20762711/r/il/ac1c85/2486075948/il_570xN.2486075948_d0cm.jpg"" />
<meta property=""og:description"" content=""Looking for a gift for a family",https://www.awin1.com/cread.php?awinmid=10781&awinaffid=338915&clickref=&ued=https%3A%2F%2Fwww.etsy.com%2Fau%2Fshop%2FRibbonAndClay,https://www.etsy.com/au/shop/RibbonAndClay,"Seller: <a target='_blank' href='https://www.awin1.com/cread.php?awinmid=10781&awinaffid=338915&clickref=&ued=https%3A%2F%2Fwww.etsy.com%2Fau%2Fshop%2FRibbonAndClay'>RibbonAndClay</a><br>Looking for a gift for a family? Buy them this personalised snowmen ornament for their Christmas tree. Up to 5 snowmen, let me know how many snowmen you&#39;d like in the personalisation box. <br><br>A great gift for families this is a fine white porcelain ornament with shiny glaze. <br><br>Approx. 70mm across. Comes with white ribbon as standard in a kraft purpose made box ready for gifting.<br><br>Personalisation of the front is included in the base price, adding text to reverse side is optional, leave your personalisation in the box provided. Suggested text:<br><br>Name, Name, Name & Name<br><br><br>Optional reverse side:<br>Our first white Christmas<br>Date<br><br>or <br><br>Happy Holidays<br>Love Name etc<br><br><br>Allow 2-3 days for production plus shipping time<br><br>Shipping is from Adelaide, Australia<br><br>Visit our Etsy store here: <a href=""http://ribbonandclay.etsy.com/au/"" target=""_blank"">ribbonandclay.etsy.com</a><br>or website here: www.ribbonandclay.com.au
                ","Buy Now",External
