Name,"Regular price",Images,"Product Link-affilate","Product Link","Shop Link-affilate","Shop Link","Short description"
"Set of 4 Australian Golden Wattle Christmas Baubles - Artificial Flower Baubles - Australian Christmas Decorations",34.00,https://i.etsystatic.com/10926505/r/il/dc76b7/1101062543/il_570xN.1101062543_7ebh.jpg,https://www.awin1.com/cread.php?awinmid=10781&awinaffid=338915&clickref=&ued=https%3A%2F%2Fwww.etsy.com%2Fau%2Flisting%2F253784594%2Fset-of-4-australian-golden-wattle,https://www.etsy.com/au/listing/253784594/set-of-4-australian-golden-wattle,https://www.awin1.com/cread.php?awinmid=10781&awinaffid=338915&clickref=&ued=https%3A%2F%2Fwww.etsy.com%2Fau%2Fshop%2FCraftedOnCowrie,https://www.etsy.com/au/shop/CraftedOnCowrie,"Seller: <a target='_blank' href='https://www.awin1.com/cread.php?awinmid=10781&awinaffid=338915&clickref=&ued=https%3A%2F%2Fwww.etsy.com%2Fau%2Fshop%2FCraftedOnCowrie'>set-of-4-australian-golden-wattle</a><br>Set of 4 Australian Golden Wattle Christmas Baubles <br><br>What better decoration for an Aussie Christmas tree than our gorgeous national floral emblem, the golden wattle. <br><br>This clear acrylic shatterproof bauble is filled with sprays of synthetic flowers and leaves, and comes ready to hang with a gold and silver ribbon.  <br><br>Each bauble measures 8cm (3.1in)  in diameter. <br><br> Also available as individual baubles . See link below:<br><a href=""https://www.etsy.com/au/listing/253680621/australian-golden-wattle-christmas?ref=shop_home_active_1"" target=""_blank"">https://www.etsy.com/au/listing/253680621/australian-golden-wattle-christmas?ref=shop_home_active_1</a><br><br>Or as part of our Australian Native Flowers Set of baubles:<br><a href=""https://www.etsy.com/au/listing/550911915/set-of-4-australian-native-flowers"" target=""_blank"">https://www.etsy.com/au/listing/550911915</a><br><br>Please check out some of our other bauble designs:<br><a href=""https://www.etsy.com/au/shop/CraftedOnCowrie?ref=l2-shopheader-name&section_id=17426652"" target=""_blank"">https://www.etsy.com/au/shop/CraftedOnCowrie?ref=l2-shopheader-name&section_id=17426652</a><br><br><br>Please note that as these are hand made, individual baubles may vary slightly from that shown.  <br>Please also note that cap designs may vary from that shown. Please contact us if you would like to see the exact cap design that you will receive with your purchase.
                "
